row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
13302,332,738,2.0,21,negative,2,2.077889966662042,"{""strongly negative"": 0.012413, ""negative"": 0.901496, ""negative or neutral"": 0.08256, ""positive"": 0.002849, ""strongly positive"": 0.000682}",0.012413,0.901496,0.08256,0.002849,0.000682
13303,4481,1593,5.0,83,positive,4,4.025918996077962,"{""strongly negative"": 0.000581, ""negative"": 0.002418, ""negative or neutral"": 0.029423, ""positive"": 0.905658, ""strongly positive"": 0.06192}",0.000581,0.002418,0.029423,0.905658,0.06192
13304,4768,247,4.0,918,negative or neutral,3,3.433299690601416,"{""strongly negative"": 0.000361, ""negative"": 0.019268, ""negative or neutral"": 0.528452, ""positive"": 0.450549, ""strongly positive"": 0.00137}",0.000361,0.019268,0.528452,0.450549,0.00137
13305,3902,1566,5.0,32,positive,4,3.9801329700421775,"{""strongly negative"": 0.000232, ""negative"": 0.001619, ""negative or neutral"": 0.038361, ""positive"": 0.93736, ""strongly positive"": 0.022428}",0.000232,0.001619,0.038361,0.93736,0.022428
13306,3596,1679,5.0,148,positive,4,3.883605841416284,"{""strongly negative"": 0.000203, ""negative"": 0.002592, ""negative or neutral"": 0.113038, ""positive"": 0.881728, ""strongly positive"": 0.002438}",0.000203,0.002592,0.113038,0.881728,0.002438
13307,4033,1604,5.0,20,strongly positive,5,4.595632754964754,"{""strongly negative"": 0.001896, ""negative"": 0.002595, ""negative or neutral"": 0.004938, ""positive"": 0.379124, ""strongly positive"": 0.611447}",0.001896,0.002595,0.004938,0.379124,0.611447
13308,1490,405,3.0,907,negative or neutral,3,3.022838387434604,"{""strongly negative"": 0.000289, ""negative"": 0.041766, ""negative or neutral"": 0.893115, ""positive"": 0.06448, ""strongly positive"": 0.000351}",0.000289,0.041766,0.893115,0.06448,0.000351
13309,3072,932,4.0,39,positive,4,3.862962098472053,"{""strongly negative"": 0.000432, ""negative"": 0.002837, ""negative or neutral"": 0.133337, ""positive"": 0.860123, ""strongly positive"": 0.003271}",0.000432,0.002837,0.133337,0.860123,0.003271
13310,4400,508,5.0,112,positive,4,4.017200087153469,"{""strongly negative"": 0.000206, ""negative"": 0.001257, ""negative or neutral"": 0.01824, ""positive"": 0.941725, ""strongly positive"": 0.038572}",0.000206,0.001257,0.01824,0.941725,0.038572
13311,5115,1523,1.0,20,negative,2,2.264144562126603,"{""strongly negative"": 0.001626, ""negative"": 0.736122, ""negative or neutral"": 0.259025, ""positive"": 0.002933, ""strongly positive"": 0.000293}",0.001626,0.736122,0.259025,0.002933,0.000293
13312,1444,549,4.0,47,positive,4,3.652168371831067,"{""strongly negative"": 0.001596, ""negative"": 0.037918, ""negative or neutral"": 0.282191, ""positive"": 0.663312, ""strongly positive"": 0.014983}",0.001596,0.037918,0.282191,0.663312,0.014983
13313,1514,702,4.0,44,positive,4,4.08635422133375,"{""strongly negative"": 0.001747, ""negative"": 0.004346, ""negative or neutral"": 0.020967, ""positive"": 0.851686, ""strongly positive"": 0.121254}",0.001747,0.004346,0.020967,0.851686,0.121254
13314,460,566,4.0,74,negative or neutral,3,2.975708869285881,"{""strongly negative"": 0.000497, ""negative"": 0.135973, ""negative or neutral"": 0.751287, ""positive"": 0.111811, ""strongly positive"": 0.000432}",0.000497,0.135973,0.751287,0.111811,0.000432
13315,2509,581,5.0,48,positive,4,3.934507816564292,"{""strongly negative"": 0.000715, ""negative"": 0.006745, ""negative or neutral"": 0.079186, ""positive"": 0.884027, ""strongly positive"": 0.029327}",0.000715,0.006745,0.079186,0.884027,0.029327
13316,3978,477,1.0,62,negative,2,2.083694785629632,"{""strongly negative"": 0.005404, ""negative"": 0.910653, ""negative or neutral"": 0.079198, ""positive"": 0.004333, ""strongly positive"": 0.000411}",0.005404,0.910653,0.079198,0.004333,0.000411
13317,736,378,4.0,148,negative or neutral,3,3.119401738338638,"{""strongly negative"": 0.000437, ""negative"": 0.035693, ""negative or neutral"": 0.808376, ""positive"": 0.15502, ""strongly positive"": 0.000474}",0.000437,0.035693,0.808376,0.15502,0.000474
13318,2038,763,5.0,21,strongly positive,5,4.572164875455201,"{""strongly negative"": 0.001393, ""negative"": 0.001763, ""negative or neutral"": 0.005779, ""positive"": 0.405417, ""strongly positive"": 0.585648}",0.001393,0.001763,0.005779,0.405417,0.585648
13319,285,742,1.0,104,negative,2,2.0611684035975486,"{""strongly negative"": 0.00455, ""negative"": 0.931822, ""negative or neutral"": 0.061853, ""positive"": 0.001464, ""strongly positive"": 0.000313}",0.00455,0.931822,0.061853,0.001464,0.000313
13320,740,539,3.0,63,positive,4,3.807790418184595,"{""strongly negative"": 0.000334, ""negative"": 0.004708, ""negative or neutral"": 0.184568, ""positive"": 0.807613, ""strongly positive"": 0.002776}",0.000334,0.004708,0.184568,0.807613,0.002776
13321,4306,1310,5.0,44,positive,4,3.516626005381113,"{""strongly negative"": 0.000483, ""negative"": 0.016044, ""negative or neutral"": 0.452439, ""positive"": 0.52843, ""strongly positive"": 0.002603}",0.000483,0.016044,0.452439,0.52843,0.002603
13322,951,1631,5.0,41,positive,4,3.676679734839128,"{""strongly negative"": 0.001764, ""negative"": 0.03068, ""negative or neutral"": 0.269406, ""positive"": 0.685413, ""strongly positive"": 0.012738}",0.001764,0.03068,0.269406,0.685413,0.012738
13323,3589,1195,4.0,24,positive,4,4.184969058376737,"{""strongly negative"": 0.000533, ""negative"": 0.001153, ""negative or neutral"": 0.009562, ""positive"": 0.790319, ""strongly positive"": 0.198434}",0.000533,0.001153,0.009562,0.790319,0.198434
13324,3443,176,5.0,30,positive,4,4.14372723386623,"{""strongly negative"": 0.000588, ""negative"": 0.000725, ""negative or neutral"": 0.008418, ""positive"": 0.834908, ""strongly positive"": 0.15536}",0.000588,0.000725,0.008418,0.834908,0.15536
13325,970,392,5.0,32,positive,4,4.284238104359247,"{""strongly negative"": 0.000864, ""negative"": 0.0013, ""negative or neutral"": 0.005812, ""positive"": 0.696782, ""strongly positive"": 0.295242}",0.000864,0.0013,0.005812,0.696782,0.295242
13326,1629,620,3.0,61,positive,4,3.763482300564647,"{""strongly negative"": 0.000414, ""negative"": 0.006395, ""negative or neutral"": 0.225096, ""positive"": 0.765484, ""strongly positive"": 0.002611}",0.000414,0.006395,0.225096,0.765484,0.002611
13327,1191,688,5.0,43,positive,4,4.203999634599313,"{""strongly negative"": 0.000482, ""negative"": 0.000745, ""negative or neutral"": 0.006544, ""positive"": 0.77875, ""strongly positive"": 0.213479}",0.000482,0.000745,0.006544,0.77875,0.213479
13328,1063,742,4.0,58,negative or neutral,3,2.710738282650709,"{""strongly negative"": 0.001657, ""negative"": 0.322224, ""negative or neutral"": 0.640523, ""positive"": 0.034913, ""strongly positive"": 0.000682}",0.001657,0.322224,0.640523,0.034913,0.000682
13329,169,1349,5.0,33,positive,4,4.422471624799073,"{""strongly negative"": 0.001247, ""negative"": 0.001984, ""negative or neutral"": 0.005966, ""positive"": 0.554655, ""strongly positive"": 0.436147}",0.001247,0.001984,0.005966,0.554655,0.436147
13330,1462,1628,1.0,118,negative,2,2.161399218835868,"{""strongly negative"": 0.004177, ""negative"": 0.838637, ""negative or neutral"": 0.149146, ""positive"": 0.007689, ""strongly positive"": 0.000351}",0.004177,0.838637,0.149146,0.007689,0.000351
13331,4498,846,4.0,118,positive,4,3.7764282829884905,"{""strongly negative"": 0.000421, ""negative"": 0.008348, ""negative or neutral"": 0.20762, ""positive"": 0.781606, ""strongly positive"": 0.002005}",0.000421,0.008348,0.20762,0.781606,0.002005
13332,4982,988,3.0,39,negative,2,2.5350220380350947,"{""strongly negative"": 0.008456, ""negative"": 0.567219, ""negative or neutral"": 0.308446, ""positive"": 0.112603, ""strongly positive"": 0.003276}",0.008456,0.567219,0.308446,0.112603,0.003276
13333,967,1506,5.0,30,positive,4,4.065140242659254,"{""strongly negative"": 0.000375, ""negative"": 0.000931, ""negative or neutral"": 0.013378, ""positive"": 0.903815, ""strongly positive"": 0.081503}",0.000375,0.000931,0.013378,0.903815,0.081503
13334,2653,1267,5.0,25,positive,4,4.286219093250111,"{""strongly negative"": 0.001137, ""negative"": 0.002326, ""negative or neutral"": 0.007822, ""positive"": 0.686611, ""strongly positive"": 0.302104}",0.001137,0.002326,0.007822,0.686611,0.302104
13335,3562,755,4.0,21,positive,4,3.9200609853869537,"{""strongly negative"": 0.000152, ""negative"": 0.001679, ""negative or neutral"": 0.080674, ""positive"": 0.912944, ""strongly positive"": 0.004551}",0.000152,0.001679,0.080674,0.912944,0.004551
13336,4058,576,4.0,65,negative,2,2.407573755190242,"{""strongly negative"": 0.003348, ""negative"": 0.6234, ""negative or neutral"": 0.336265, ""positive"": 0.036305, ""strongly positive"": 0.000683}",0.003348,0.6234,0.336265,0.036305,0.000683
13337,3429,264,5.0,100,positive,4,3.6115418739500456,"{""strongly negative"": 0.000251, ""negative"": 0.012604, ""negative or neutral"": 0.364411, ""positive"": 0.620821, ""strongly positive"": 0.001914}",0.000251,0.012604,0.364411,0.620821,0.001914
13338,3854,535,4.0,170,negative or neutral,3,2.817078557505738,"{""strongly negative"": 0.001143, ""negative"": 0.277636, ""negative or neutral"": 0.624915, ""positive"": 0.095612, ""strongly positive"": 0.000694}",0.001143,0.277636,0.624915,0.095612,0.000694
13339,4119,258,2.0,175,negative or neutral,3,3.192295160552021,"{""strongly negative"": 0.000348, ""negative"": 0.06437, ""negative or neutral"": 0.678545, ""positive"": 0.25611, ""strongly positive"": 0.000626}",0.000348,0.06437,0.678545,0.25611,0.000626
13340,392,1349,5.0,21,strongly positive,5,4.800212719943374,"{""strongly negative"": 0.001662, ""negative"": 0.001661, ""negative or neutral"": 0.002861, ""positive"": 0.182434, ""strongly positive"": 0.811382}",0.001662,0.001661,0.002861,0.182434,0.811382
13341,2095,1129,1.0,60,negative,2,1.5856001232750714,"{""strongly negative"": 0.438138, ""negative"": 0.544685, ""negative or neutral"": 0.012977, ""positive"": 0.001837, ""strongly positive"": 0.002362}",0.438138,0.544685,0.012977,0.001837,0.002362
13342,182,748,4.0,128,negative or neutral,3,3.371173028543126,"{""strongly negative"": 0.000395, ""negative"": 0.052637, ""negative or neutral"": 0.523469, ""positive"": 0.422398, ""strongly positive"": 0.001101}",0.000395,0.052637,0.523469,0.422398,0.001101
13343,936,1551,5.0,40,positive,4,4.001209974754602,"{""strongly negative"": 0.000583, ""negative"": 0.002373, ""negative or neutral"": 0.027913, ""positive"": 0.933515, ""strongly positive"": 0.035616}",0.000583,0.002373,0.027913,0.933515,0.035616
13344,5042,1448,5.0,25,negative or neutral,3,3.422265021697968,"{""strongly negative"": 0.000213, ""negative"": 0.006777, ""negative or neutral"": 0.564235, ""positive"": 0.428081, ""strongly positive"": 0.000693}",0.000213,0.006777,0.564235,0.428081,0.000693
13345,3065,344,3.0,1,positive,4,3.7248577681166353,"{""strongly negative"": 0.000228, ""negative"": 0.002558, ""negative or neutral"": 0.271563, ""positive"": 0.72343, ""strongly positive"": 0.002221}",0.000228,0.002558,0.271563,0.72343,0.002221
13346,1877,532,5.0,22,positive,4,4.010992187075317,"{""strongly negative"": 0.000287, ""negative"": 0.001034, ""negative or neutral"": 0.020823, ""positive"": 0.943114, ""strongly positive"": 0.034743}",0.000287,0.001034,0.020823,0.943114,0.034743
13347,4099,327,5.0,36,negative or neutral,3,3.430157645925646,"{""strongly negative"": 0.000374, ""negative"": 0.034722, ""negative or neutral"": 0.501182, ""positive"": 0.461813, ""strongly positive"": 0.001908}",0.000374,0.034722,0.501182,0.461813,0.001908
13348,2717,1332,5.0,26,positive,4,4.405985120218247,"{""strongly negative"": 0.001298, ""negative"": 0.00118, ""negative or neutral"": 0.004782, ""positive"": 0.575716, ""strongly positive"": 0.417023}",0.001298,0.00118,0.004782,0.575716,0.417023
13349,3878,1193,5.0,23,positive,4,4.209229823783971,"{""strongly negative"": 0.001513, ""negative"": 0.002243, ""negative or neutral"": 0.014934, ""positive"": 0.74812, ""strongly positive"": 0.23319}",0.001513,0.002243,0.014934,0.74812,0.23319
13350,3489,763,4.0,23,positive,4,3.7654440586047713,"{""strongly negative"": 0.000377, ""negative"": 0.006536, ""negative or neutral"": 0.223321, ""positive"": 0.766797, ""strongly positive"": 0.002968}",0.000377,0.006536,0.223321,0.766797,0.002968
13351,2447,1559,5.0,36,positive,4,3.997072474536253,"{""strongly negative"": 0.000423, ""negative"": 0.002117, ""negative or neutral"": 0.024996, ""positive"": 0.944891, ""strongly positive"": 0.027573}",0.000423,0.002117,0.024996,0.944891,0.027573
13352,535,988,4.0,20,positive,4,3.815959204410319,"{""strongly negative"": 0.000219, ""negative"": 0.004154, ""negative or neutral"": 0.177531, ""positive"": 0.815638, ""strongly positive"": 0.002457}",0.000219,0.004154,0.177531,0.815638,0.002457
13353,3821,839,5.0,27,positive,4,4.082323724811431,"{""strongly negative"": 0.000857, ""negative"": 0.002177, ""negative or neutral"": 0.017431, ""positive"": 0.872857, ""strongly positive"": 0.106679}",0.000857,0.002177,0.017431,0.872857,0.106679
13354,2521,138,3.0,34,positive,4,3.669812498803367,"{""strongly negative"": 0.000173, ""negative"": 0.006541, ""negative or neutral"": 0.318894, ""positive"": 0.672085, ""strongly positive"": 0.002307}",0.000173,0.006541,0.318894,0.672085,0.002307
13355,909,1471,4.0,81,positive,4,3.893513254595746,"{""strongly negative"": 9.4e-05, ""negative"": 0.000887, ""negative or neutral"": 0.106577, ""positive"": 0.890296, ""strongly positive"": 0.002146}",9.4e-05,0.000887,0.106577,0.890296,0.002146
13356,2324,1363,5.0,22,positive,4,3.9600317666627234,"{""strongly negative"": 0.000146, ""negative"": 0.000803, ""negative or neutral"": 0.043841, ""positive"": 0.94929, ""strongly positive"": 0.005919}",0.000146,0.000803,0.043841,0.94929,0.005919
13357,1299,1500,3.0,96,negative or neutral,3,2.7924490638106363,"{""strongly negative"": 0.000312, ""negative"": 0.216538, ""negative or neutral"": 0.773701, ""positive"": 0.009287, ""strongly positive"": 0.000162}",0.000312,0.216538,0.773701,0.009287,0.000162
13358,2668,585,5.0,23,positive,4,4.092033402237576,"{""strongly negative"": 0.000734, ""negative"": 0.001666, ""negative or neutral"": 0.01542, ""positive"": 0.869193, ""strongly positive"": 0.112987}",0.000734,0.001666,0.01542,0.869193,0.112987
13359,4693,857,5.0,37,strongly positive,5,4.575376668595709,"{""strongly negative"": 0.00161, ""negative"": 0.002596, ""negative or neutral"": 0.00531, ""positive"": 0.399775, ""strongly positive"": 0.590709}",0.00161,0.002596,0.00531,0.399775,0.590709
13360,4459,1365,5.0,122,positive,4,3.8660826080595134,"{""strongly negative"": 0.000316, ""negative"": 0.012317, ""negative or neutral"": 0.116077, ""positive"": 0.863548, ""strongly positive"": 0.007742}",0.000316,0.012317,0.116077,0.863548,0.007742
13361,1357,95,5.0,47,positive,4,4.126407104602549,"{""strongly negative"": 0.000799, ""negative"": 0.002355, ""negative or neutral"": 0.016463, ""positive"": 0.830408, ""strongly positive"": 0.149976}",0.000799,0.002355,0.016463,0.830408,0.149976
13362,3883,1318,1.0,304,negative or neutral,3,2.8307254246319644,"{""strongly negative"": 0.000703, ""negative"": 0.206526, ""negative or neutral"": 0.754492, ""positive"": 0.037897, ""strongly positive"": 0.000381}",0.000703,0.206526,0.754492,0.037897,0.000381
13363,4649,383,1.0,20,strongly negative,1,1.426814435981214,"{""strongly negative"": 0.596013, ""negative"": 0.387001, ""negative or neutral"": 0.013131, ""positive"": 0.001867, ""strongly positive"": 0.001988}",0.596013,0.387001,0.013131,0.001867,0.001988
13364,1078,1089,4.0,48,negative or neutral,3,3.3193058067990933,"{""strongly negative"": 0.000268, ""negative"": 0.025347, ""negative or neutral"": 0.630011, ""positive"": 0.343561, ""strongly positive"": 0.000814}",0.000268,0.025347,0.630011,0.343561,0.000814
13365,821,213,5.0,21,positive,4,4.18519343691878,"{""strongly negative"": 0.001154, ""negative"": 0.003838, ""negative or neutral"": 0.014139, ""positive"": 0.770396, ""strongly positive"": 0.210472}",0.001154,0.003838,0.014139,0.770396,0.210472
13366,3350,891,5.0,22,positive,4,4.012272862368263,"{""strongly negative"": 0.001299, ""negative"": 0.006251, ""negative or neutral"": 0.036783, ""positive"": 0.890212, ""strongly positive"": 0.065455}",0.001299,0.006251,0.036783,0.890212,0.065455
13367,3920,864,5.0,25,positive,4,3.9719582554826047,"{""strongly negative"": 0.000243, ""negative"": 0.000633, ""negative or neutral"": 0.036734, ""positive"": 0.951702, ""strongly positive"": 0.010687}",0.000243,0.000633,0.036734,0.951702,0.010687
13368,2249,1363,4.0,22,negative or neutral,3,3.032675428374205,"{""strongly negative"": 0.000533, ""negative"": 0.083822, ""negative or neutral"": 0.798835, ""positive"": 0.11606, ""strongly positive"": 0.000751}",0.000533,0.083822,0.798835,0.11606,0.000751
13369,3900,440,4.0,104,positive,4,3.5887182174774352,"{""strongly negative"": 0.000275, ""negative"": 0.010384, ""negative or neutral"": 0.391008, ""positive"": 0.597014, ""strongly positive"": 0.001319}",0.000275,0.010384,0.391008,0.597014,0.001319
13370,3551,1549,5.0,41,strongly positive,5,4.746979479794391,"{""strongly negative"": 0.001871, ""negative"": 0.002119, ""negative or neutral"": 0.004545, ""positive"": 0.230088, ""strongly positive"": 0.761377}",0.001871,0.002119,0.004545,0.230088,0.761377
13371,2634,1317,4.0,356,negative or neutral,3,3.067455762415193,"{""strongly negative"": 0.00056, ""negative"": 0.067645, ""negative or neutral"": 0.796161, ""positive"": 0.135044, ""strongly positive"": 0.000589}",0.00056,0.067645,0.796161,0.135044,0.000589
13372,1417,96,1.0,21,strongly negative,1,1.1861767615191638,"{""strongly negative"": 0.83173, ""negative"": 0.158468, ""negative or neutral"": 0.004917, ""positive"": 0.001668, ""strongly positive"": 0.003218}",0.83173,0.158468,0.004917,0.001668,0.003218
13373,503,313,5.0,125,positive,4,3.9892512912047096,"{""strongly negative"": 0.000311, ""negative"": 0.000991, ""negative or neutral"": 0.027815, ""positive"": 0.950903, ""strongly positive"": 0.01998}",0.000311,0.000991,0.027815,0.950903,0.01998
13374,4506,318,5.0,56,positive,4,3.801379121490754,"{""strongly negative"": 0.000651, ""negative"": 0.015928, ""negative or neutral"": 0.170825, ""positive"": 0.806583, ""strongly positive"": 0.006013}",0.000651,0.015928,0.170825,0.806583,0.006013
13375,343,877,5.0,165,positive,4,3.538330675830366,"{""strongly negative"": 0.00045, ""negative"": 0.011902, ""negative or neutral"": 0.438261, ""positive"": 0.547642, ""strongly positive"": 0.001745}",0.00045,0.011902,0.438261,0.547642,0.001745
13376,5091,1593,5.0,91,positive,4,3.718945942411665,"{""strongly negative"": 0.00065, ""negative"": 0.009113, ""negative or neutral"": 0.270407, ""positive"": 0.710301, ""strongly positive"": 0.009529}",0.00065,0.009113,0.270407,0.710301,0.009529
13377,1490,960,2.0,363,negative or neutral,3,2.744967062491924,"{""strongly negative"": 0.000809, ""negative"": 0.290278, ""negative or neutral"": 0.672429, ""positive"": 0.036104, ""strongly positive"": 0.00038}",0.000809,0.290278,0.672429,0.036104,0.00038
13378,1023,599,5.0,28,positive,4,3.612016326980665,"{""strongly negative"": 0.00132, ""negative"": 0.033895, ""negative or neutral"": 0.333178, ""positive"": 0.614663, ""strongly positive"": 0.016944}",0.00132,0.033895,0.333178,0.614663,0.016944
13379,1439,1421,5.0,31,strongly positive,5,4.61624171352014,"{""strongly negative"": 0.001343, ""negative"": 0.001081, ""negative or neutral"": 0.004614, ""positive"": 0.365916, ""strongly positive"": 0.627047}",0.001343,0.001081,0.004614,0.365916,0.627047
13380,1242,95,3.0,31,positive,4,3.971558846213157,"{""strongly negative"": 0.000139, ""negative"": 0.000715, ""negative or neutral"": 0.031151, ""positive"": 0.963439, ""strongly positive"": 0.004557}",0.000139,0.000715,0.031151,0.963439,0.004557
13381,852,1527,2.0,125,negative,2,2.129415804403834,"{""strongly negative"": 0.001953, ""negative"": 0.870503, ""negative or neutral"": 0.124049, ""positive"": 0.003164, ""strongly positive"": 0.000331}",0.001953,0.870503,0.124049,0.003164,0.000331
13382,2988,510,5.0,48,positive,4,4.154973557800986,"{""strongly negative"": 0.000695, ""negative"": 0.002748, ""negative or neutral"": 0.015636, ""positive"": 0.802732, ""strongly positive"": 0.178189}",0.000695,0.002748,0.015636,0.802732,0.178189
13383,4935,1196,5.0,20,positive,4,4.0494723869196605,"{""strongly negative"": 0.000263, ""negative"": 0.000654, ""negative or neutral"": 0.012217, ""positive"": 0.923078, ""strongly positive"": 0.063787}",0.000263,0.000654,0.012217,0.923078,0.063787
13384,1656,1259,4.0,29,negative or neutral,3,2.7499792554299347,"{""strongly negative"": 0.000668, ""negative"": 0.285192, ""negative or neutral"": 0.678137, ""positive"": 0.035497, ""strongly positive"": 0.000505}",0.000668,0.285192,0.678137,0.035497,0.000505
13385,4041,1409,4.0,25,negative,2,2.36756058013998,"{""strongly negative"": 0.002046, ""negative"": 0.647553, ""negative or neutral"": 0.331877, ""positive"": 0.017843, ""strongly positive"": 0.000681}",0.002046,0.647553,0.331877,0.017843,0.000681
13386,2090,863,5.0,105,positive,4,3.98708905823878,"{""strongly negative"": 0.000197, ""negative"": 0.000826, ""negative or neutral"": 0.02937, ""positive"": 0.950907, ""strongly positive"": 0.0187}",0.000197,0.000826,0.02937,0.950907,0.0187
13387,2619,211,5.0,247,positive,4,3.4473968282109126,"{""strongly negative"": 0.000802, ""negative"": 0.052373, ""negative or neutral"": 0.44793, ""positive"": 0.496413, ""strongly positive"": 0.002481}",0.000802,0.052373,0.44793,0.496413,0.002481
13388,1541,527,4.0,21,negative or neutral,3,3.4710658370895544,"{""strongly negative"": 0.000163, ""negative"": 0.004631, ""negative or neutral"": 0.520014, ""positive"": 0.474361, ""strongly positive"": 0.000831}",0.000163,0.004631,0.520014,0.474361,0.000831
13389,982,719,5.0,30,positive,4,3.599280714173801,"{""strongly negative"": 0.000146, ""negative"": 0.002272, ""negative or neutral"": 0.397221, ""positive"": 0.598876, ""strongly positive"": 0.001484}",0.000146,0.002272,0.397221,0.598876,0.001484
13390,919,64,4.0,196,negative or neutral,3,3.2376966497686226,"{""strongly negative"": 0.000404, ""negative"": 0.074235, ""negative or neutral"": 0.613603, ""positive"": 0.310779, ""strongly positive"": 0.00098}",0.000404,0.074235,0.613603,0.310779,0.00098
13391,2026,1367,5.0,47,negative or neutral,3,2.9806824184488505,"{""strongly negative"": 0.000511, ""negative"": 0.087069, ""negative or neutral"": 0.844239, ""positive"": 0.067589, ""strongly positive"": 0.000592}",0.000511,0.087069,0.844239,0.067589,0.000592
13392,3118,319,5.0,17,positive,4,4.0799703896045685,"{""strongly negative"": 0.000413, ""negative"": 0.00089, ""negative or neutral"": 0.01043, ""positive"": 0.89485, ""strongly positive"": 0.093418}",0.000413,0.00089,0.01043,0.89485,0.093418
13393,4076,766,5.0,30,strongly positive,5,4.624368260730989,"{""strongly negative"": 0.001062, ""negative"": 0.001029, ""negative or neutral"": 0.004214, ""positive"": 0.359868, ""strongly positive"": 0.633827}",0.001062,0.001029,0.004214,0.359868,0.633827
13394,410,239,4.0,79,positive,4,3.6712240285414737,"{""strongly negative"": 0.000463, ""negative"": 0.005987, ""negative or neutral"": 0.317637, ""positive"": 0.673689, ""strongly positive"": 0.002224}",0.000463,0.005987,0.317637,0.673689,0.002224
13395,3441,1448,5.0,21,positive,4,3.913218893227168,"{""strongly negative"": 0.000186, ""negative"": 0.001236, ""negative or neutral"": 0.087333, ""positive"": 0.907662, ""strongly positive"": 0.003583}",0.000186,0.001236,0.087333,0.907662,0.003583
13396,1584,546,5.0,67,positive,4,4.018967532727402,"{""strongly negative"": 0.000391, ""negative"": 0.001348, ""negative or neutral"": 0.012078, ""positive"": 0.95127, ""strongly positive"": 0.034913}",0.000391,0.001348,0.012078,0.95127,0.034913
13397,2525,361,3.0,41,positive,4,3.7764164880500175,"{""strongly negative"": 0.000543, ""negative"": 0.00423, ""negative or neutral"": 0.217152, ""positive"": 0.774416, ""strongly positive"": 0.003659}",0.000543,0.00423,0.217152,0.774416,0.003659
13398,869,1325,3.0,90,negative or neutral,3,2.959895366220735,"{""strongly negative"": 0.000858, ""negative"": 0.142673, ""negative or neutral"": 0.752837, ""positive"": 0.102981, ""strongly positive"": 0.000651}",0.000858,0.142673,0.752837,0.102981,0.000651
13399,1656,1608,5.0,21,negative,2,2.489208803512156,"{""strongly negative"": 0.003144, ""negative"": 0.538224, ""negative or neutral"": 0.425492, ""positive"": 0.03256, ""strongly positive"": 0.00058}",0.003144,0.538224,0.425492,0.03256,0.00058
13400,3364,1095,5.0,201,positive,4,3.8975345335929887,"{""strongly negative"": 0.000202, ""negative"": 0.003147, ""negative or neutral"": 0.099732, ""positive"": 0.892752, ""strongly positive"": 0.004167}",0.000202,0.003147,0.099732,0.892752,0.004167
13401,547,1495,5.0,21,strongly positive,5,4.91855026606936,"{""strongly negative"": 0.002788, ""negative"": 0.001304, ""negative or neutral"": 0.00128, ""positive"": 0.063826, ""strongly positive"": 0.930802}",0.002788,0.001304,0.00128,0.063826,0.930802
13402,142,1182,3.0,21,negative or neutral,3,3.301243451045593,"{""strongly negative"": 0.000415, ""negative"": 0.024961, ""negative or neutral"": 0.648463, ""positive"": 0.325285, ""strongly positive"": 0.000876}",0.000415,0.024961,0.648463,0.325285,0.000876
13403,3348,28,5.0,23,positive,4,4.098349708481692,"{""strongly negative"": 0.001788, ""negative"": 0.006298, ""negative or neutral"": 0.026215, ""positive"": 0.823171, ""strongly positive"": 0.142527}",0.001788,0.006298,0.026215,0.823171,0.142527
13404,1419,911,5.0,348,positive,4,3.913927973509999,"{""strongly negative"": 0.000101, ""negative"": 0.000906, ""negative or neutral"": 0.086226, ""positive"": 0.9105, ""strongly positive"": 0.002267}",0.000101,0.000906,0.086226,0.9105,0.002267
13405,4999,512,3.0,281,negative or neutral,3,3.021567205025349,"{""strongly negative"": 0.000512, ""negative"": 0.071575, ""negative or neutral"": 0.834156, ""positive"": 0.093347, ""strongly positive"": 0.00041}",0.000512,0.071575,0.834156,0.093347,0.00041
13406,2931,1473,5.0,27,positive,4,3.970660607505124,"{""strongly negative"": 0.000249, ""negative"": 0.001323, ""negative or neutral"": 0.04159, ""positive"": 0.941195, ""strongly positive"": 0.015643}",0.000249,0.001323,0.04159,0.941195,0.015643
13407,4231,1615,5.0,29,positive,4,3.994184661249165,"{""strongly negative"": 0.000524, ""negative"": 0.004073, ""negative or neutral"": 0.042987, ""positive"": 0.905527, ""strongly positive"": 0.046889}",0.000524,0.004073,0.042987,0.905527,0.046889
13408,1144,272,5.0,39,positive,4,4.060325726895826,"{""strongly negative"": 0.000452, ""negative"": 0.001324, ""negative or neutral"": 0.014149, ""positive"": 0.905598, ""strongly positive"": 0.078477}",0.000452,0.001324,0.014149,0.905598,0.078477
13409,3416,110,5.0,36,positive,4,4.2537148516858,"{""strongly negative"": 0.000788, ""negative"": 0.001467, ""negative or neutral"": 0.009581, ""positive"": 0.719568, ""strongly positive"": 0.268595}",0.000788,0.001467,0.009581,0.719568,0.268595
13410,1013,674,5.0,21,strongly positive,5,4.7703214848879725,"{""strongly negative"": 0.002083, ""negative"": 0.001375, ""negative or neutral"": 0.002242, ""positive"": 0.212741, ""strongly positive"": 0.78156}",0.002083,0.001375,0.002242,0.212741,0.78156
13411,674,852,5.0,40,negative or neutral,3,3.062885842067772,"{""strongly negative"": 0.000122, ""negative"": 0.013369, ""negative or neutral"": 0.910645, ""positive"": 0.07523, ""strongly positive"": 0.000634}",0.000122,0.013369,0.910645,0.07523,0.000634
