row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
26251,2864,3,5.0,27,positive,4,4.084390063013416,"{""strongly negative"": 0.000646, ""negative"": 0.001269, ""negative or neutral"": 0.017148, ""positive"": 0.874923, ""strongly positive"": 0.106014}",0.000646,0.001269,0.017148,0.874923,0.106014
26252,613,1508,5.0,76,positive,4,3.940950055854046,"{""strongly negative"": 0.000191, ""negative"": 0.001622, ""negative or neutral"": 0.061285, ""positive"": 0.930847, ""strongly positive"": 0.006054}",0.000191,0.001622,0.061285,0.930847,0.006054
26253,2718,733,5.0,34,negative or neutral,3,2.974732987873722,"{""strongly negative"": 0.000245, ""negative"": 0.051893, ""negative or neutral"": 0.921034, ""positive"": 0.026542, ""strongly positive"": 0.000287}",0.000245,0.051893,0.921034,0.026542,0.000287
26254,567,193,5.0,23,negative or neutral,3,3.3483649440458976,"{""strongly negative"": 0.000424, ""negative"": 0.028799, ""negative or neutral"": 0.594625, ""positive"": 0.374291, ""strongly positive"": 0.001861}",0.000424,0.028799,0.594625,0.374291,0.001861
26255,4795,2066,5.0,34,positive,4,3.588854755158536,"{""strongly negative"": 0.000294, ""negative"": 0.009354, ""negative or neutral"": 0.394587, ""positive"": 0.592732, ""strongly positive"": 0.003033}",0.000294,0.009354,0.394587,0.592732,0.003033
26256,3223,1378,5.0,179,positive,4,4.000418629904743,"{""strongly negative"": 0.000923, ""negative"": 0.00414, ""negative or neutral"": 0.048907, ""positive"": 0.885654, ""strongly positive"": 0.060376}",0.000923,0.00414,0.048907,0.885654,0.060376
26257,1772,1621,5.0,92,positive,4,4.030673736182507,"{""strongly negative"": 0.000481, ""negative"": 0.001696, ""negative or neutral"": 0.023348, ""positive"": 0.915617, ""strongly positive"": 0.058858}",0.000481,0.001696,0.023348,0.915617,0.058858
26258,3586,249,5.0,64,positive,4,3.865876423078589,"{""strongly negative"": 0.000267, ""negative"": 0.001128, ""negative or neutral"": 0.134254, ""positive"": 0.861161, ""strongly positive"": 0.003189}",0.000267,0.001128,0.134254,0.861161,0.003189
26259,2052,138,4.0,43,negative or neutral,3,2.918467412760947,"{""strongly negative"": 0.000539, ""negative"": 0.140738, ""negative or neutral"": 0.799178, ""positive"": 0.058806, ""strongly positive"": 0.000739}",0.000539,0.140738,0.799178,0.058806,0.000739
26260,2417,1224,4.0,143,negative or neutral,3,3.252827919466654,"{""strongly negative"": 0.000163, ""negative"": 0.008629, ""negative or neutral"": 0.730227, ""positive"": 0.26018, ""strongly positive"": 0.000801}",0.000163,0.008629,0.730227,0.26018,0.000801
26261,3438,1650,5.0,400,negative or neutral,3,3.2138943813042715,"{""strongly negative"": 0.000781, ""negative"": 0.023701, ""negative or neutral"": 0.737884, ""positive"": 0.236108, ""strongly positive"": 0.001525}",0.000781,0.023701,0.737884,0.236108,0.001525
26262,1528,815,5.0,193,positive,4,3.815286582161207,"{""strongly negative"": 0.000455, ""negative"": 0.004448, ""negative or neutral"": 0.180195, ""positive"": 0.809158, ""strongly positive"": 0.005743}",0.000455,0.004448,0.180195,0.809158,0.005743
26263,375,34,3.0,170,negative or neutral,3,2.7708067522617057,"{""strongly negative"": 0.001108, ""negative"": 0.270449, ""negative or neutral"": 0.685659, ""positive"": 0.042095, ""strongly positive"": 0.000689}",0.001108,0.270449,0.685659,0.042095,0.000689
26264,3249,1282,4.0,688,positive,4,3.49558313243324,"{""strongly negative"": 0.00043, ""negative"": 0.010267, ""negative or neutral"": 0.48447, ""positive"": 0.502957, ""strongly positive"": 0.001876}",0.00043,0.010267,0.48447,0.502957,0.001876
26265,4321,425,5.0,109,positive,4,3.8784313051146455,"{""strongly negative"": 0.000905, ""negative"": 0.005912, ""negative or neutral"": 0.124367, ""positive"": 0.85148, ""strongly positive"": 0.017336}",0.000905,0.005912,0.124367,0.85148,0.017336
26266,3818,1490,4.0,97,negative or neutral,3,2.5824752144981176,"{""strongly negative"": 0.004061, ""negative"": 0.454799, ""negative or neutral"": 0.497459, ""positive"": 0.041965, ""strongly positive"": 0.001716}",0.004061,0.454799,0.497459,0.041965,0.001716
26267,2505,429,5.0,94,positive,4,3.889678670733701,"{""strongly negative"": 0.000244, ""negative"": 0.004556, ""negative or neutral"": 0.109323, ""positive"": 0.877031, ""strongly positive"": 0.008846}",0.000244,0.004556,0.109323,0.877031,0.008846
26268,1036,2224,5.0,76,positive,4,3.629493516171351,"{""strongly negative"": 0.000409, ""negative"": 0.018974, ""negative or neutral"": 0.333833, ""positive"": 0.644284, ""strongly positive"": 0.002501}",0.000409,0.018974,0.333833,0.644284,0.002501
26269,1761,1351,5.0,92,positive,4,3.852967169281328,"{""strongly negative"": 0.00014, ""negative"": 0.001059, ""negative or neutral"": 0.147338, ""positive"": 0.84862, ""strongly positive"": 0.002843}",0.00014,0.001059,0.147338,0.84862,0.002843
26270,3348,470,5.0,57,positive,4,3.878034323628526,"{""strongly negative"": 0.000442, ""negative"": 0.002116, ""negative or neutral"": 0.122003, ""positive"": 0.869843, ""strongly positive"": 0.005596}",0.000442,0.002116,0.122003,0.869843,0.005596
26271,955,652,3.0,254,positive,4,3.773641978041269,"{""strongly negative"": 0.000368, ""negative"": 0.003863, ""negative or neutral"": 0.220495, ""positive"": 0.772308, ""strongly positive"": 0.002967}",0.000368,0.003863,0.220495,0.772308,0.002967
26272,4435,822,4.0,220,negative or neutral,3,3.440762094571255,"{""strongly negative"": 0.000525, ""negative"": 0.017139, ""negative or neutral"": 0.525259, ""positive"": 0.455205, ""strongly positive"": 0.001873}",0.000525,0.017139,0.525259,0.455205,0.001873
26273,3785,411,5.0,202,negative or neutral,3,3.40128731779987,"{""strongly negative"": 0.000942, ""negative"": 0.063495, ""negative or neutral"": 0.472645, ""positive"": 0.459168, ""strongly positive"": 0.003749}",0.000942,0.063495,0.472645,0.459168,0.003749
26274,2483,1090,3.0,954,negative or neutral,3,3.004774528206326,"{""strongly negative"": 0.001548, ""negative"": 0.130984, ""negative or neutral"": 0.730076, ""positive"": 0.135929, ""strongly positive"": 0.001463}",0.001548,0.130984,0.730076,0.135929,0.001463
26275,3004,411,5.0,138,negative or neutral,3,3.0652688294649124,"{""strongly negative"": 0.002186, ""negative"": 0.157005, ""negative or neutral"": 0.618154, ""positive"": 0.218666, ""strongly positive"": 0.00399}",0.002186,0.157005,0.618154,0.218666,0.00399
26276,804,148,4.0,291,negative or neutral,3,3.2033621796872467,"{""strongly negative"": 0.000523, ""negative"": 0.020753, ""negative or neutral"": 0.754771, ""positive"": 0.222745, ""strongly positive"": 0.001208}",0.000523,0.020753,0.754771,0.222745,0.001208
26277,1756,239,4.0,197,positive,4,3.521513845422305,"{""strongly negative"": 0.000502, ""negative"": 0.013537, ""negative or neutral"": 0.452008, ""positive"": 0.531853, ""strongly positive"": 0.0021}",0.000502,0.013537,0.452008,0.531853,0.0021
26278,2455,1727,3.0,93,negative or neutral,3,3.07054164269357,"{""strongly negative"": 0.000364, ""negative"": 0.063473, ""negative or neutral"": 0.801994, ""positive"": 0.133597, ""strongly positive"": 0.000573}",0.000364,0.063473,0.801994,0.133597,0.000573
26279,973,2297,5.0,127,positive,4,3.974873776285676,"{""strongly negative"": 0.000296, ""negative"": 0.001223, ""negative or neutral"": 0.036246, ""positive"": 0.947781, ""strongly positive"": 0.014454}",0.000296,0.001223,0.036246,0.947781,0.014454
26280,4160,1283,5.0,46,positive,4,4.0539335056673735,"{""strongly negative"": 0.000871, ""negative"": 0.002084, ""negative or neutral"": 0.031161, ""positive"": 0.874009, ""strongly positive"": 0.091875}",0.000871,0.002084,0.031161,0.874009,0.091875
26281,2975,1665,4.0,180,negative or neutral,3,3.459050368488533,"{""strongly negative"": 0.000354, ""negative"": 0.008971, ""negative or neutral"": 0.523064, ""positive"": 0.466492, ""strongly positive"": 0.001119}",0.000354,0.008971,0.523064,0.466492,0.001119
26282,1342,650,5.0,58,positive,4,3.760159827099415,"{""strongly negative"": 0.000246, ""negative"": 0.002305, ""negative or neutral"": 0.23782, ""positive"": 0.7563, ""strongly positive"": 0.003328}",0.000246,0.002305,0.23782,0.7563,0.003328
26283,4499,1996,5.0,29,positive,4,3.7169128952082247,"{""strongly negative"": 0.002154, ""negative"": 0.035779, ""negative or neutral"": 0.235632, ""positive"": 0.695868, ""strongly positive"": 0.030566}",0.002154,0.035779,0.235632,0.695868,0.030566
26284,4146,1826,5.0,47,positive,4,3.93350239173742,"{""strongly negative"": 0.000623, ""negative"": 0.003199, ""negative or neutral"": 0.08059, ""positive"": 0.893229, ""strongly positive"": 0.022359}",0.000623,0.003199,0.08059,0.893229,0.022359
26285,4420,231,5.0,388,positive,4,3.507879562574089,"{""strongly negative"": 0.000213, ""negative"": 0.003428, ""negative or neutral"": 0.485504, ""positive"": 0.509976, ""strongly positive"": 0.000879}",0.000213,0.003428,0.485504,0.509976,0.000879
26286,279,929,3.0,218,negative or neutral,3,3.0304459613980725,"{""strongly negative"": 0.00188, ""negative"": 0.107316, ""negative or neutral"": 0.750903, ""positive"": 0.138281, ""strongly positive"": 0.00162}",0.00188,0.107316,0.750903,0.138281,0.00162
26287,836,95,5.0,43,positive,4,3.756877039675601,"{""strongly negative"": 0.000491, ""negative"": 0.007759, ""negative or neutral"": 0.229617, ""positive"": 0.75865, ""strongly positive"": 0.003484}",0.000491,0.007759,0.229617,0.75865,0.003484
26288,2509,1809,5.0,67,positive,4,3.522344869779772,"{""strongly negative"": 0.000174, ""negative"": 0.002973, ""negative or neutral"": 0.473531, ""positive"": 0.520979, ""strongly positive"": 0.002343}",0.000174,0.002973,0.473531,0.520979,0.002343
26289,3125,1073,5.0,174,positive,4,3.835384906444233,"{""strongly negative"": 0.000279, ""negative"": 0.002842, ""negative or neutral"": 0.160984, ""positive"": 0.833005, ""strongly positive"": 0.00289}",0.000279,0.002842,0.160984,0.833005,0.00289
26290,4103,1225,5.0,145,positive,4,3.595592552796006,"{""strongly negative"": 0.00032, ""negative"": 0.005106, ""negative or neutral"": 0.395572, ""positive"": 0.596666, ""strongly positive"": 0.002336}",0.00032,0.005106,0.395572,0.596666,0.002336
26291,2732,906,5.0,293,negative or neutral,3,3.3859662173199467,"{""strongly negative"": 0.000369, ""negative"": 0.007644, ""negative or neutral"": 0.5989, ""positive"": 0.391825, ""strongly positive"": 0.001262}",0.000369,0.007644,0.5989,0.391825,0.001262
26292,4859,874,5.0,76,positive,4,3.883590230921982,"{""strongly negative"": 0.000299, ""negative"": 0.00186, ""negative or neutral"": 0.116186, ""positive"": 0.877262, ""strongly positive"": 0.004393}",0.000299,0.00186,0.116186,0.877262,0.004393
26293,2610,1246,3.0,49,negative or neutral,3,2.661097702861298,"{""strongly negative"": 0.000931, ""negative"": 0.375886, ""negative or neutral"": 0.584851, ""positive"": 0.037821, ""strongly positive"": 0.000512}",0.000931,0.375886,0.584851,0.037821,0.000512
26294,42,697,5.0,77,positive,4,4.04123685345985,"{""strongly negative"": 0.001394, ""negative"": 0.003105, ""negative or neutral"": 0.029541, ""positive"": 0.884792, ""strongly positive"": 0.081168}",0.001394,0.003105,0.029541,0.884792,0.081168
26295,109,175,5.0,107,negative or neutral,3,3.078624739369843,"{""strongly negative"": 0.00096, ""negative"": 0.123789, ""negative or neutral"": 0.672284, ""positive"": 0.201597, ""strongly positive"": 0.001369}",0.00096,0.123789,0.672284,0.201597,0.001369
26296,4045,118,5.0,65,positive,4,3.9974012897291686,"{""strongly negative"": 0.00041, ""negative"": 0.001408, ""negative or neutral"": 0.03674, ""positive"": 0.92325, ""strongly positive"": 0.03819}",0.00041,0.001408,0.03674,0.92325,0.03819
26297,3129,1113,5.0,124,positive,4,3.82549951504916,"{""strongly negative"": 0.000445, ""negative"": 0.008017, ""negative or neutral"": 0.164534, ""positive"": 0.819603, ""strongly positive"": 0.007401}",0.000445,0.008017,0.164534,0.819603,0.007401
26298,210,276,4.0,93,positive,4,3.844939293689096,"{""strongly negative"": 0.000308, ""negative"": 0.007705, ""negative or neutral"": 0.144664, ""positive"": 0.841386, ""strongly positive"": 0.005937}",0.000308,0.007705,0.144664,0.841386,0.005937
26299,4315,831,5.0,260,positive,4,3.6330436963762622,"{""strongly negative"": 0.000267, ""negative"": 0.005109, ""negative or neutral"": 0.357513, ""positive"": 0.635536, ""strongly positive"": 0.001575}",0.000267,0.005109,0.357513,0.635536,0.001575
26300,871,4,5.0,72,positive,4,3.877028589369729,"{""strongly negative"": 0.00053, ""negative"": 0.003737, ""negative or neutral"": 0.122301, ""positive"": 0.86504, ""strongly positive"": 0.008393}",0.00053,0.003737,0.122301,0.86504,0.008393
26301,3612,2333,5.0,32,positive,4,3.8337580313091166,"{""strongly negative"": 0.000866, ""negative"": 0.004261, ""negative or neutral"": 0.170299, ""positive"": 0.809398, ""strongly positive"": 0.015176}",0.000866,0.004261,0.170299,0.809398,0.015176
26302,753,1674,4.0,242,positive,4,3.684043493733043,"{""strongly negative"": 0.000339, ""negative"": 0.00567, ""negative or neutral"": 0.306573, ""positive"": 0.684446, ""strongly positive"": 0.002972}",0.000339,0.00567,0.306573,0.684446,0.002972
26303,3720,42,5.0,124,positive,4,3.8996281816944247,"{""strongly negative"": 0.000203, ""negative"": 0.002758, ""negative or neutral"": 0.098844, ""positive"": 0.893597, ""strongly positive"": 0.004598}",0.000203,0.002758,0.098844,0.893597,0.004598
26304,2378,652,2.0,596,negative or neutral,3,2.81956258736318,"{""strongly negative"": 0.000996, ""negative"": 0.220486, ""negative or neutral"": 0.73711, ""positive"": 0.040776, ""strongly positive"": 0.000632}",0.000996,0.220486,0.73711,0.040776,0.000632
26305,4820,1184,5.0,34,positive,4,4.009505687106866,"{""strongly negative"": 0.000587, ""negative"": 0.001671, ""negative or neutral"": 0.022857, ""positive"": 0.937418, ""strongly positive"": 0.037467}",0.000587,0.001671,0.022857,0.937418,0.037467
26306,2940,2369,1.0,117,negative,2,2.028365069127176,"{""strongly negative"": 0.024494, ""negative"": 0.926546, ""negative or neutral"": 0.045912, ""positive"": 0.002198, ""strongly positive"": 0.00085}",0.024494,0.926546,0.045912,0.002198,0.00085
26307,1443,861,4.0,764,negative or neutral,3,3.33846867250395,"{""strongly negative"": 0.000279, ""negative"": 0.009212, ""negative or neutral"": 0.643168, ""positive"": 0.346444, ""strongly positive"": 0.000897}",0.000279,0.009212,0.643168,0.346444,0.000897
26308,75,1697,5.0,21,positive,4,3.699767755082576,"{""strongly negative"": 0.000126, ""negative"": 0.00174, ""negative or neutral"": 0.297579, ""positive"": 0.69935, ""strongly positive"": 0.001205}",0.000126,0.00174,0.297579,0.69935,0.001205
26309,3550,1437,5.0,68,positive,4,3.987037852755748,"{""strongly negative"": 0.000374, ""negative"": 0.00131, ""negative or neutral"": 0.030306, ""positive"": 0.946922, ""strongly positive"": 0.021087}",0.000374,0.00131,0.030306,0.946922,0.021087
26310,4326,694,5.0,259,positive,4,3.778099698625738,"{""strongly negative"": 0.000276, ""negative"": 0.00353, ""negative or neutral"": 0.21724, ""positive"": 0.775725, ""strongly positive"": 0.003228}",0.000276,0.00353,0.21724,0.775725,0.003228
26311,3914,2259,4.0,479,negative or neutral,3,3.1516990098170936,"{""strongly negative"": 0.00115, ""negative"": 0.048346, ""negative or neutral"": 0.749784, ""positive"": 0.199095, ""strongly positive"": 0.001625}",0.00115,0.048346,0.749784,0.199095,0.001625
26312,643,2195,4.0,151,negative or neutral,3,3.0796468869957607,"{""strongly negative"": 0.000271, ""negative"": 0.00726, ""negative or neutral"": 0.905425, ""positive"": 0.086638, ""strongly positive"": 0.000405}",0.000271,0.00726,0.905425,0.086638,0.000405
26313,321,2040,5.0,257,negative or neutral,3,3.2604647725238465,"{""strongly negative"": 0.000378, ""negative"": 0.012873, ""negative or neutral"": 0.713373, ""positive"": 0.272658, ""strongly positive"": 0.000718}",0.000378,0.012873,0.713373,0.272658,0.000718
26314,1133,1794,5.0,91,positive,4,3.8852358623989858,"{""strongly negative"": 0.000374, ""negative"": 0.001782, ""negative or neutral"": 0.114926, ""positive"": 0.878072, ""strongly positive"": 0.004846}",0.000374,0.001782,0.114926,0.878072,0.004846
26315,4631,2296,5.0,21,positive,4,3.614945482928306,"{""strongly negative"": 0.00044, ""negative"": 0.010065, ""negative or neutral"": 0.367492, ""positive"": 0.618119, ""strongly positive"": 0.003885}",0.00044,0.010065,0.367492,0.618119,0.003885
26316,4744,26,5.0,108,positive,4,3.7340066104661673,"{""strongly negative"": 0.000989, ""negative"": 0.011584, ""negative or neutral"": 0.248339, ""positive"": 0.730607, ""strongly positive"": 0.008481}",0.000989,0.011584,0.248339,0.730607,0.008481
26317,187,1307,5.0,120,positive,4,3.878796498058364,"{""strongly negative"": 0.000469, ""negative"": 0.007272, ""negative or neutral"": 0.113308, ""positive"": 0.870895, ""strongly positive"": 0.008055}",0.000469,0.007272,0.113308,0.870895,0.008055
26318,436,749,4.0,196,positive,4,3.87538091634633,"{""strongly negative"": 0.000335, ""negative"": 0.002359, ""negative or neutral"": 0.123787, ""positive"": 0.868629, ""strongly positive"": 0.004891}",0.000335,0.002359,0.123787,0.868629,0.004891
26319,3306,1300,5.0,210,negative or neutral,3,3.2643610656668898,"{""strongly negative"": 0.000382, ""negative"": 0.013212, ""negative or neutral"": 0.709169, ""positive"": 0.276137, ""strongly positive"": 0.0011}",0.000382,0.013212,0.709169,0.276137,0.0011
26320,1003,630,4.0,294,negative or neutral,3,2.9806641964241862,"{""strongly negative"": 0.001156, ""negative"": 0.123429, ""negative or neutral"": 0.770158, ""positive"": 0.104111, ""strongly positive"": 0.001147}",0.001156,0.123429,0.770158,0.104111,0.001147
26321,4897,2108,4.0,68,negative or neutral,3,3.216367718356196,"{""strongly negative"": 0.000672, ""negative"": 0.013152, ""negative or neutral"": 0.756897, ""positive"": 0.227696, ""strongly positive"": 0.001583}",0.000672,0.013152,0.756897,0.227696,0.001583
26322,2571,1519,5.0,291,positive,4,3.5345131304638926,"{""strongly negative"": 0.000315, ""negative"": 0.009605, ""negative or neutral"": 0.446745, ""positive"": 0.541921, ""strongly positive"": 0.001414}",0.000315,0.009605,0.446745,0.541921,0.001414
26323,332,1010,5.0,26,positive,4,3.9744631928624585,"{""strongly negative"": 0.000437, ""negative"": 0.001742, ""negative or neutral"": 0.047714, ""positive"": 0.923134, ""strongly positive"": 0.026973}",0.000437,0.001742,0.047714,0.923134,0.026973
26324,417,749,4.0,69,positive,4,3.924339246848831,"{""strongly negative"": 0.00018, ""negative"": 0.001847, ""negative or neutral"": 0.076909, ""positive"": 0.915582, ""strongly positive"": 0.005482}",0.00018,0.001847,0.076909,0.915582,0.005482
26325,913,76,3.0,147,negative or neutral,3,3.102855588076636,"{""strongly negative"": 0.001373, ""negative"": 0.089647, ""negative or neutral"": 0.715278, ""positive"": 0.192157, ""strongly positive"": 0.001546}",0.001373,0.089647,0.715278,0.192157,0.001546
26326,1539,821,5.0,28,positive,4,3.993175724172034,"{""strongly negative"": 0.000934, ""negative"": 0.005475, ""negative or neutral"": 0.04795, ""positive"": 0.890763, ""strongly positive"": 0.054878}",0.000934,0.005475,0.04795,0.890763,0.054878
26327,1506,245,5.0,520,positive,4,3.821403391630156,"{""strongly negative"": 0.000168, ""negative"": 0.001199, ""negative or neutral"": 0.177681, ""positive"": 0.818964, ""strongly positive"": 0.001987}",0.000168,0.001199,0.177681,0.818964,0.001987
26328,533,254,5.0,149,positive,4,3.641757172968937,"{""strongly negative"": 0.00033, ""negative"": 0.013496, ""negative or neutral"": 0.334167, ""positive"": 0.648098, ""strongly positive"": 0.003908}",0.00033,0.013496,0.334167,0.648098,0.003908
26329,4897,1262,5.0,79,positive,4,3.8845794817461865,"{""strongly negative"": 0.00021, ""negative"": 0.002293, ""negative or neutral"": 0.115033, ""positive"": 0.877637, ""strongly positive"": 0.004827}",0.00021,0.002293,0.115033,0.877637,0.004827
26330,288,823,5.0,130,positive,4,3.474790510314051,"{""strongly negative"": 0.000919, ""negative"": 0.01937, ""negative or neutral"": 0.486897, ""positive"": 0.489628, ""strongly positive"": 0.003185}",0.000919,0.01937,0.486897,0.489628,0.003185
26331,4030,162,1.0,109,negative,2,2.0036691341083497,"{""strongly negative"": 0.0329, ""negative"": 0.933589, ""negative or neutral"": 0.031164, ""positive"": 0.001639, ""strongly positive"": 0.000709}",0.0329,0.933589,0.031164,0.001639,0.000709
26332,1952,138,5.0,328,negative or neutral,3,3.474489839776652,"{""strongly negative"": 0.000342, ""negative"": 0.007936, ""negative or neutral"": 0.509984, ""positive"": 0.480367, ""strongly positive"": 0.001371}",0.000342,0.007936,0.509984,0.480367,0.001371
26333,3974,1300,5.0,93,positive,4,3.704335266695125,"{""strongly negative"": 0.000343, ""negative"": 0.00389, ""negative or neutral"": 0.290377, ""positive"": 0.70187, ""strongly positive"": 0.00352}",0.000343,0.00389,0.290377,0.70187,0.00352
26334,1444,2228,4.0,57,positive,4,3.733463455035235,"{""strongly negative"": 0.00019, ""negative"": 0.003238, ""negative or neutral"": 0.261814, ""positive"": 0.732436, ""strongly positive"": 0.002322}",0.00019,0.003238,0.261814,0.732436,0.002322
26335,3794,2344,4.0,85,negative,2,2.5112652899697423,"{""strongly negative"": 0.002735, ""negative"": 0.547164, ""negative or neutral"": 0.387846, ""positive"": 0.060612, ""strongly positive"": 0.001643}",0.002735,0.547164,0.387846,0.060612,0.001643
26336,3720,129,4.0,141,positive,4,3.4928533842612524,"{""strongly negative"": 0.000432, ""negative"": 0.014433, ""negative or neutral"": 0.479307, ""positive"": 0.503503, ""strongly positive"": 0.002324}",0.000432,0.014433,0.479307,0.503503,0.002324
26337,2662,1755,5.0,44,positive,4,3.966442641656613,"{""strongly negative"": 0.000386, ""negative"": 0.001937, ""negative or neutral"": 0.049808, ""positive"": 0.926588, ""strongly positive"": 0.021282}",0.000386,0.001937,0.049808,0.926588,0.021282
26338,4412,2400,3.0,284,negative or neutral,3,3.2436226649442688,"{""strongly negative"": 0.000391, ""negative"": 0.017197, ""negative or neutral"": 0.72168, ""positive"": 0.25986, ""strongly positive"": 0.000872}",0.000391,0.017197,0.72168,0.25986,0.000872
26339,4584,1250,5.0,117,positive,4,3.9478933547216,"{""strongly negative"": 0.00025, ""negative"": 0.00099, ""negative or neutral"": 0.060559, ""positive"": 0.927019, ""strongly positive"": 0.011182}",0.00025,0.00099,0.060559,0.927019,0.011182
26340,3022,471,4.0,210,positive,4,3.4903972395986784,"{""strongly negative"": 0.000352, ""negative"": 0.012595, ""negative or neutral"": 0.484801, ""positive"": 0.500808, ""strongly positive"": 0.001444}",0.000352,0.012595,0.484801,0.500808,0.001444
26341,1228,475,5.0,136,negative or neutral,3,3.37566188746132,"{""strongly negative"": 0.000674, ""negative"": 0.024462, ""negative or neutral"": 0.575282, ""positive"": 0.39769, ""strongly positive"": 0.001892}",0.000674,0.024462,0.575282,0.39769,0.001892
26342,1610,244,5.0,41,positive,4,4.448143264977261,"{""strongly negative"": 0.00229, ""negative"": 0.002719, ""negative or neutral"": 0.007351, ""positive"": 0.519837, ""strongly positive"": 0.467803}",0.00229,0.002719,0.007351,0.519837,0.467803
26343,3,2247,5.0,715,negative or neutral,3,3.233293702942319,"{""strongly negative"": 0.001043, ""negative"": 0.050809, ""negative or neutral"": 0.663853, ""positive"": 0.282402, ""strongly positive"": 0.001893}",0.001043,0.050809,0.663853,0.282402,0.001893
26344,3893,2212,2.0,177,negative or neutral,3,3.213403230649419,"{""strongly negative"": 0.001059, ""negative"": 0.035553, ""negative or neutral"": 0.714267, ""positive"": 0.247169, ""strongly positive"": 0.001953}",0.001059,0.035553,0.714267,0.247169,0.001953
26345,3310,1299,5.0,196,positive,4,3.825070695078466,"{""strongly negative"": 0.000417, ""negative"": 0.004237, ""negative or neutral"": 0.169603, ""positive"": 0.821343, ""strongly positive"": 0.004399}",0.000417,0.004237,0.169603,0.821343,0.004399
26346,2218,2037,5.0,169,positive,4,4.014329836005345,"{""strongly negative"": 0.001212, ""negative"": 0.005195, ""negative or neutral"": 0.042816, ""positive"": 0.879604, ""strongly positive"": 0.071173}",0.001212,0.005195,0.042816,0.879604,0.071173
26347,4470,1588,5.0,64,positive,4,3.809374387026765,"{""strongly negative"": 0.000445, ""negative"": 0.005571, ""negative or neutral"": 0.182698, ""positive"": 0.806738, ""strongly positive"": 0.004548}",0.000445,0.005571,0.182698,0.806738,0.004548
26348,2352,1865,5.0,139,positive,4,4.043759227613919,"{""strongly negative"": 0.000584, ""negative"": 0.001455, ""negative or neutral"": 0.015194, ""positive"": 0.919153, ""strongly positive"": 0.063615}",0.000584,0.001455,0.015194,0.919153,0.063615
26349,3864,95,5.0,224,positive,4,3.8804467580048367,"{""strongly negative"": 0.000301, ""negative"": 0.002741, ""negative or neutral"": 0.11918, ""positive"": 0.871765, ""strongly positive"": 0.006012}",0.000301,0.002741,0.11918,0.871765,0.006012
26350,2914,2403,3.0,34,positive,4,3.858161070937058,"{""strongly negative"": 0.000212, ""negative"": 0.002887, ""negative or neutral"": 0.138678, ""positive"": 0.854973, ""strongly positive"": 0.003249}",0.000212,0.002887,0.138678,0.854973,0.003249
26351,4647,1570,5.0,39,positive,4,3.96369218887412,"{""strongly negative"": 0.000205, ""negative"": 0.000455, ""negative or neutral"": 0.042447, ""positive"": 0.949227, ""strongly positive"": 0.007665}",0.000205,0.000455,0.042447,0.949227,0.007665
26352,2135,1285,5.0,26,positive,4,3.966525944706518,"{""strongly negative"": 0.000638, ""negative"": 0.003416, ""negative or neutral"": 0.063813, ""positive"": 0.893049, ""strongly positive"": 0.039084}",0.000638,0.003416,0.063813,0.893049,0.039084
26353,3348,80,5.0,360,positive,4,3.808657200221205,"{""strongly negative"": 0.000302, ""negative"": 0.003057, ""negative or neutral"": 0.188408, ""positive"": 0.804145, ""strongly positive"": 0.004087}",0.000302,0.003057,0.188408,0.804145,0.004087
26354,4453,1275,5.0,24,strongly positive,5,4.683398961322382,"{""strongly negative"": 0.002576, ""negative"": 0.001422, ""negative or neutral"": 0.003908, ""positive"": 0.294215, ""strongly positive"": 0.697879}",0.002576,0.001422,0.003908,0.294215,0.697879
26355,1297,1615,5.0,89,positive,4,3.874500148871448,"{""strongly negative"": 0.000511, ""negative"": 0.004717, ""negative or neutral"": 0.12695, ""positive"": 0.855404, ""strongly positive"": 0.012417}",0.000511,0.004717,0.12695,0.855404,0.012417
26356,1066,1360,5.0,100,positive,4,3.962220763321966,"{""strongly negative"": 0.00035, ""negative"": 0.00246, ""negative or neutral"": 0.059452, ""positive"": 0.910095, ""strongly positive"": 0.027643}",0.00035,0.00246,0.059452,0.910095,0.027643
26357,1243,213,4.0,24,negative or neutral,3,3.370350873476127,"{""strongly negative"": 0.000358, ""negative"": 0.005868, ""negative or neutral"": 0.617948, ""positive"": 0.374718, ""strongly positive"": 0.001109}",0.000358,0.005868,0.617948,0.374718,0.001109
26358,1006,1506,5.0,76,positive,4,4.125629476737231,"{""strongly negative"": 0.001578, ""negative"": 0.004224, ""negative or neutral"": 0.025288, ""positive"": 0.804809, ""strongly positive"": 0.164101}",0.001578,0.004224,0.025288,0.804809,0.164101
26359,1259,1555,5.0,103,positive,4,3.967934276617598,"{""strongly negative"": 0.000669, ""negative"": 0.002901, ""negative or neutral"": 0.051487, ""positive"": 0.917714, ""strongly positive"": 0.02723}",0.000669,0.002901,0.051487,0.917714,0.02723
26360,220,641,4.0,120,positive,4,3.996180317655672,"{""strongly negative"": 0.000308, ""negative"": 0.000869, ""negative or neutral"": 0.025675, ""positive"": 0.948632, ""strongly positive"": 0.024517}",0.000308,0.000869,0.025675,0.948632,0.024517
